plasmid_id	inc_type_x	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	n_amr_genes	n_vir_genes	n_stress_genes	n_total_hits	amr_genes	vir_genes	stress_genes	amr_classes	amr_subclasses
CP080669.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080673.1	ColRNAI	13021	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080677.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080682.1	ColRNAI	17336	1.1.2.4.7.45	1	1	2	4	7	45	0	0	0	0	none	none	none	none	none
CP080687.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080692.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080696.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080701.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080706.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080710.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080715.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080721.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080725.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080729.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080733.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080737.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080743.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080749.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
CP080756.1	ColRNAI	11307	1.1.2.4.12.53	1	1	2	4	12	53	0	0	0	0	none	none	none	none	none
CP086676.1	ColRNAI	9294	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
CP094372.1	ColRNAI	9294	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_AP024752.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024755.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024759.1	ColRNAI	23753	1.1.2.4.7.119	1	1	2	4	7	119	2	0	0	2	aac(6')-Ib; blaKPC-2	none	none	AMINOGLYCOSIDE; BETA-LACTAM	AMIKACIN/KANAMYCIN/TOBRAMYCIN; CARBAPENEM
NZ_AP024762.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024765.1	ColRNAI	12692	1.1.2.4.12.121	1	1	2	4	12	121	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024768.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024771.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024774.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024777.1	ColRNAI	23753	1.1.2.4.7.122	1	1	2	4	7	122	2	0	0	2	aac(6')-Ib; blaKPC-2	none	none	AMINOGLYCOSIDE; BETA-LACTAM	AMIKACIN/KANAMYCIN/TOBRAMYCIN; CARBAPENEM
NZ_AP024780.1	ColRNAI	23753	1.1.2.4.7.122	1	1	2	4	7	122	2	0	0	2	aac(6')-Ib; blaKPC-2	none	none	AMINOGLYCOSIDE; BETA-LACTAM	AMIKACIN/KANAMYCIN/TOBRAMYCIN; CARBAPENEM
NZ_AP024783.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024787.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024791.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024794.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_AP024797.1	ColRNAI	13841	1.1.2.4.12.40	1	1	2	4	12	40	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_CP016920.1	ColRNAI	6139	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP018108.1	ColRNAI	5310	1.1.2.25.45.156	1	1	2	25	45	156	1	0	0	1	aph(3')-Ia	none	none	AMINOGLYCOSIDE	KANAMYCIN
NZ_CP027041.1	ColRNAI	4940	1.1.2.26.49.180	1	1	2	26	49	180	0	0	0	0	none	none	none	none	none
NZ_CP027052.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_CP027058.1	ColRNAI	13841	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_CP032493.1	ColRNAI	4315	1.1.2.31.56.214	1	1	2	31	56	214	0	0	0	0	none	none	none	none	none
NZ_CP032498.1	ColRNAI	6841	1.1.2.4.57.215	1	1	2	4	57	215	0	0	0	0	none	none	none	none	none
NZ_CP032499.1	ColRNAI	5836	1.1.2.32.58.216	1	1	2	32	58	216	0	0	0	0	none	none	none	none	none
NZ_CP035550.1	ColRNAI	4593	1.1.2.33.60.221	1	1	2	33	60	221	0	0	0	0	none	none	none	none	none
NZ_CP036196.1	ColRNAI	9729	1.1.2.4.11.28	1	1	2	4	11	28	0	0	0	0	none	none	none	none	none
NZ_CP036197.1	ColRNAI	6140	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP036323.1	ColRNAI	6136	1.1.2.34.61.225	1	1	2	34	61	225	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP036331.1	ColRNAI	10101	1.1.2.4.43.226	1	1	2	4	43	226	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP043221.1	ColRNAI	1552	1.1.10.37.75.261	1	1	10	37	75	261	0	0	0	0	none	none	none	none	none
NZ_CP050165.1	ColRNAI	6141	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP053769.1	ColRNAI	9730	1.1.2.4.11.28	1	1	2	4	11	28	0	0	0	0	none	none	none	none	none
NZ_CP053774.1	ColRNAI	11154	1.1.2.34.61.322	1	1	2	34	61	322	2	0	0	2	blaOXA; blaOXA-232	none	none	BETA-LACTAM	BETA-LACTAM; CARBAPENEM
NZ_CP053775.1	ColRNAI	9730	1.1.2.4.92.323	1	1	2	4	92	323	0	0	0	0	none	none	none	none	none
NZ_CP053776.1	ColRNAI	8811	1.1.2.4.43.324	1	1	2	4	43	324	1	0	0	1	blaOXA	none	none	BETA-LACTAM	BETA-LACTAM
NZ_CP053777.1	ColRNAI	8051	1.1.2.4.43.325	1	1	2	4	43	325	0	0	0	0	none	none	none	none	none
NZ_CP053778.1	ColRNAI	6030	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP067052.1	ColRNAI	2056	1.1.2.51.116.393	1	1	2	51	116	393	0	0	0	0	none	none	none	none	none
NZ_CP069207.1	ColRNAI	9302	1.1.2.4.117.400	1	1	2	4	117	400	1	0	0	1	blaOXA-181	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP069212.1	ColRNAI	2056	1.1.2.51.116.393	1	1	2	51	116	393	0	0	0	0	none	none	none	none	none
NZ_CP070526.1	ColRNAI	10122	1.1.2.4.12.402	1	1	2	4	12	402	0	0	0	0	none	none	none	none	none
NZ_CP070563.1	ColRNAI	13637	1.1.2.4.13.42	1	1	2	4	13	42	1	0	0	1	aac(6')-Ib	none	none	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN
NZ_CP070583.1	ColRNAI	9248	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_CP073312.1	ColRNAI	8282	1.1.2.4.119.411	1	1	2	4	119	411	0	0	0	0	none	none	none	none	none
NZ_CP075730.1	ColRNAI	1749	1.1.2.52.120.419	1	1	2	52	120	419	0	0	0	0	none	none	none	none	none
NZ_CP075736.1	ColRNAI	1749	1.1.2.52.120.419	1	1	2	52	120	419	0	0	0	0	none	none	none	none	none
NZ_CP076308.1	ColRNAI	51468	1.1.2.4.7.431	1	1	2	4	7	431	2	0	0	2	blaOXA-181; qnrS1	none	none	BETA-LACTAM; QUINOLONE	CARBAPENEM; QUINOLONE
NZ_CP080314.1	ColRNAI	11970	1.1.2.4.12.447	1	1	2	4	12	447	0	0	0	0	none	none	none	none	none
NZ_CP083934.1	ColRNAI	9730	1.1.2.4.11.28	1	1	2	4	11	28	0	0	0	0	none	none	none	none	none
NZ_CP083935.1	ColRNAI	6141	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP085761.1	ColRNAI	3530	1.1.2.57.131.468	1	1	2	57	131	468	0	0	0	0	none	none	none	none	none
NZ_CP086669.1	ColRNAI	9294	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_CP094995.1	ColRNAI	9294	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_CP095560.1	ColRNAI	6141	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP101121.1	ColRNAI	6141	1.1.2.4.43.150	1	1	2	4	43	150	1	0	0	1	blaOXA-232	none	none	BETA-LACTAM	CARBAPENEM
NZ_CP101894.1	ColRNAI	9294	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_CP101900.1	ColRNAI	9294	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_CP102395.1	ColRNAI	11934	1.1.2.4.143.521	1	1	2	4	143	521	0	0	0	0	none	none	none	none	none
NZ_CP115152.1	ColRNAI	9730	1.1.2.4.11.28	1	1	2	4	11	28	0	0	0	0	none	none	none	none	none
NZ_CP117036.1	ColRNAI	6659	1.1.2.15.22.71	1	1	2	15	22	71	0	0	0	0	none	none	none	none	none
NZ_CP122468.1	ColRNAI	1780	1.1.2.57.131.468	1	1	2	57	131	468	0	0	0	0	none	none	none	none	none
NZ_CP122477.1	ColRNAI	1780	1.1.14.66.154.555	1	1	14	66	154	555	0	0	0	0	none	none	none	none	none
NZ_CP128264.1	ColRNAI	2096	1.1.15.69.160.572	1	1	15	69	160	572	0	0	0	0	none	none	none	none	none
NZ_CP140480.1	ColRNAI	2050	1.1.14.72.167.629	1	1	14	72	167	629	0	0	0	0	none	none	none	none	none
NZ_LC505458.1	ColRNAI	9295	1.1.2.4.12.55	1	1	2	4	12	55	0	0	0	0	none	none	none	none	none
NZ_OV049810.1	ColRNAI	2056	1.1.14.72.218.882	1	1	14	72	218	882	0	0	0	0	none	none	none	none	none
CP071789.1	IncA	240758	1.1.2.4.7.37	1	1	2	4	7	37	4	0	11	15	aac(6')-Ib4; aadA1; catB2; sul1	none	merA; merD; merE; merP; merR; merT; qacEdelta1; qacL	AMINOGLYCOSIDE; PHENICOL; SULFONAMIDE	CHLORAMPHENICOL; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE
NC_021667.1	IncA	171925	1.1.2.4.7.26	1	1	2	4	7	26	16	0	6	22	aadA1; aph(3'')-Ib; aph(3')-VIb; aph(6)-Id; arr-2; blaCMY-16; blaOXA-10; cmlA5; dfrA14; floR; qnrA6; sul1; sul2; tet(A)	none	merC; merP; merR; merT; qacE; qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL; CHLORAMPHENICOL/FLORFENICOL; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
NZ_CP011429.1	IncA	156323	1.1.2.4.7.136	1	1	2	4	7	136	11	0	8	19	aadA2; aph(3'')-Ib; aph(6)-Id; blaCMY-2; bleO; dfrA12; floR; oqxA; oqxB; sul2; tet(A)	none	silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; PHENICOL; PHENICOL/QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	BLEOMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; PHENICOL/QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
NZ_CP012682.1	IncA	161461	1.1.2.4.7.137	1	1	2	4	7	137	14	0	20	34	aac(3)-IId; aadA2; aph(3'')-Ib; aph(6)-Id; bleO; dfrA12; estX-3; floR; oqxA; oqxB; sul2; sul3; tet(A)	none	merA; merB; merC; merD; merE; merP; merR; merT; qacL; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BLEOMYCIN; MACROLIDE; PHENICOL; PHENICOL/QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	BLEOMYCIN; CHLORAMPHENICOL/FLORFENICOL; GENTAMICIN; PHENICOL/QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM; TYLOSIN
NZ_CP032491.1	IncA	164229	1.1.2.4.7.136	1	1	2	4	7	136	6	0	15	21	aph(3'')-Ib; aph(6)-Id; blaCMY-2; floR; sul2; tet(A)	none	merA; merB; merD; merE; merP; merR; merT; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL; SULFONAMIDE; TETRACYCLINE	CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
NZ_CP032496.1	IncA	90607	1.1.2.4.7.26	1	1	2	4	7	26	5	0	7	12	aph(3'')-Ib; aph(6)-Id; floR; sul2; tet(A)	none	merA; merB; merD; merE; merP; merR; merT	AMINOGLYCOSIDE; PHENICOL; SULFONAMIDE; TETRACYCLINE	CHLORAMPHENICOL/FLORFENICOL; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
NZ_CP035548.1	IncA	153015	1.1.2.4.7.136	1	1	2	4	7	136	11	0	14	25	aadA2; aph(3'')-Ib; aph(6)-Id; blaCMY-2; bleO; dfrA12; floR; oqxA; oqxB; sul2; tet(A)	none	merA; merB; merD; merP; merR; merT; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; PHENICOL; PHENICOL/QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	BLEOMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; PHENICOL/QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
NZ_CP050162.1	IncA	116808	1.1.2.4.7.286	1	1	2	4	7	286	10	0	7	17	aac(6')-Ib3; armA; blaDHA; blaNDM-1; ble; mph(E); msr(E); sul1; tet(D)	none	arsA; arsD; arsR; merR; qacE	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; MACROLIDE; MACROLIDE/STREPTOGRAMIN; SULFONAMIDE; TETRACYCLINE	AMIKACIN/KANAMYCIN/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN; BLEOMYCIN; CARBAPENEM; CEPHALOSPORIN; ERYTHROMYCIN; GENTAMICIN; SULFONAMIDE; TETRACYCLINE
NZ_CP050164.1	IncA	137593	1.1.2.4.7.26	1	1	2	4	7	26	6	0	1	7	aac(6')-Ib3; blaCMY-6; blaNDM-1; ble; rmtC; sul1	none	qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; SULFONAMIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN; AMINOGLYCOSIDE; BLEOMYCIN; CARBAPENEM; CEPHALOSPORIN; SULFONAMIDE
NZ_CP058224.1	IncA	162608	1.1.2.4.7.328	1	1	2	4	7	328	14	0	5	19	aac(6')-Ib4; aadA1; aph(3'')-Ib; aph(3')-XV; aph(6)-Id; blaSHV-12; blaVIM-1; catB2; dfrA14; mph(A); mrx(A); qnrS1; sul1; sul2	none	merD; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CARBAPENEM; CEFIDEROCOL/CEPHALOSPORIN; CHLORAMPHENICOL; GENTAMICIN; QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
NZ_CP059480.1	IncA	165722	1.1.2.4.7.328	1	1	2	4	7	328	12	0	6	18	aac(6')-Ib-cr5; aac(6')-Ib4; aadA1; aph(3')-XV; arr-3; blaOXA-1; blaVIM-1; catB2; catB3; qnrS2; sul1	none	merD; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE	AMIKACIN/KANAMYCIN; AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL; GENTAMICIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE
NZ_CP104451.1	IncA	148888	1.1.2.4.7.328	1	1	2	4	7	328	4	0	5	9	aac(3)-Ic; aac(6')-Ib3; blaSHV-12; sul1	none	merD; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; SULFONAMIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN; CEFIDEROCOL/CEPHALOSPORIN; GENTAMICIN; SULFONAMIDE
NZ_CP150624.1	IncA	145395	1.1.2.4.7.647	1	1	2	4	7	647	9	0	5	14	aac(6')-Ib4; aadA1; aph(3')-XV; blaVIM-1; catB2; dfrA14; mph(A); mrx(A); sul1	none	merD; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CARBAPENEM; CHLORAMPHENICOL; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
NZ_MH594477.1	IncA	145294	1.1.2.4.7.647	1	1	2	4	7	647	5	0	5	10	aac(6')-Ib-cr5; arr-3; blaOXA-1; catB3; sul1	none	merD; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; PHENICOL; RIFAMYCIN; SULFONAMIDE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL; RIFAMYCIN; SULFONAMIDE
